,Packing Type,Height,specific area,Corrugation angle,"S, Channel Side","B, Channel Base","h, Crimp height",packing element height,void fraction,LP/A,L,uG,T Corr,DelP,k OH E-3,DCO2 E9,HCO2 E-5,[OH-],CO2 in,CO2 out,Fractional Area,ReL,WeL E4,FrL,Who?,Glycerol,[alk]
972,RSR 1.5,3,120,,,,,,,,61.1,0.99,34.6,,,2.68,391,,366.5,188.2,1.43,,,,Song,0.00%,0.095
973,RSR 1.5,3,120,,,,,,,,73.3,0.99,34.5,,,2.67,390,,367.1,183.1,1.5,,,,Song,0.00%,0.095
974,RSR 1.5,3,120,,,,,,,,6.1,1.49,31.1,,,2.43,358,,373,280,1.01,,,,Song,0.00%,0.094
975,RSR 1.5,3,120,,,,,,,,12.2,1.48,31.1,,,2.44,359,,373.2,273.6,1.09,,,,Song,0.00%,0.094
976,RSR 1.5,3,120,,,,,,,,24.4,1.48,31.2,,,2.44,359,,374,264.4,1.21,,,,Song,0.00%,0.094
977,RSR 1.5,3,120,,,,,,,,36.7,1.48,31.3,,,2.45,360,,373.2,256.1,1.31,,,,Song,0.00%,0.094
978,RSR 1.5,3,120,,,,,,,,48.9,1.49,31.5,,,2.46,362,,371.7,248,1.39,,,,Song,0.00%,0.097
979,RSR 1.5,3,120,,,,,,,,61.1,1.48,31.3,,,2.45,360,,372.3,242.2,1.49,,,,Song,0.00%,0.096
980,RSR 1.5,3,120,,,,,,,,73.3,1.48,31.3,,,2.45,360,,372.5,235.7,1.59,,,,Song,0.00%,0.095
981,RSR 1.5,3,120,,,,,,,,36.7,1.98,33.8,,,2.62,383,,367.3,272.2,1.33,,,,Song,0.00%,0.092
982,RSR 1.5,3,120,,,,,,,,36.7,2.47,34.1,,,2.63,385,,367.3,287.8,1.37,,,,Song,0.00%,0.09
983,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,3.2,4,,,,,,,,,0.6,,,,"Z,E,S,2011",,
984,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,4.8,4,,,,,,,,,0.6,,,,"Z,E,S,2011",,
985,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,8.0,4,,,,,,,,,0.7,,,,"Z,E,S,2011",,
986,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,9.4,4,,,,,,,,,0.8,,,,"Z,E,S,2011",,
987,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,15.8,4,,,,,,,,,0.7,,,,"Z,E,S,2011",,
988,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,17.3,4,,,,,,,,,0.7,,,,"Z,E,S,2011",,
989,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,21.9,4,,,,,,,,,0.8,,,,"Z,E,S,2011",,
990,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,3.17762782,2.75,,,,,,,,,0.53901391,,,,"Z,E,S,2011",,
991,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,6.326575698,2.75,,,,,,,,,0.589460693,,,,"Z,E,S,2011",,
992,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,6.306024786,2.75,,,,,,,,,0.672493802,,,,"Z,E,S,2011",,
993,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,7.899085884,2.75,,,,,,,,,0.718173914,,,,"Z,E,S,2011",,
994,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,9.549689539,2.75,,,,,,,,,0.731361321,,,,"Z,E,S,2011",,
995,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,11.04828494,2.75,,,,,,,,,0.755383626,,,,"Z,E,S,2011",,
996,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,11.06984056,2.75,,,,,,,,,0.619402231,,,,"Z,E,S,2011",,
997,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,15.81237473,2.75,,,,,,,,,0.687851613,,,,"Z,E,S,2011",,
998,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,15.81392747,2.75,,,,,,,,,0.606022445,,,,"Z,E,S,2011",,
999,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,22.07435206,2.75,,,,,,,,,0.681646379,,,,"Z,E,S,2011",,
1000,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,28.52206397,2.75,,,,,,,,,0.887228578,,,,"Z,E,S,2011",,
1001,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,37.85959959,2.75,,,,,,,,,0.799101697,,,,"Z,E,S,2011",,
1002,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,37.8794198,2.75,,,,,,,,,0.754576431,,,,"Z,E,S,2011",,
1003,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,37.88136072,2.75,,,,,,,,,0.652289971,,,,"Z,E,S,2011",,
1004,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,3.176805783,1.5,,,,,,,,,0.582335234,,,,"Z,E,S,2011",,
1005,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,4.750982876,1.5,,,,,,,,,0.623202437,,,,"Z,E,S,2011",,
1006,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,6.324360767,1.5,,,,,,,,,0.706187594,,,,"Z,E,S,2011",,
1007,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,6.324748951,1.5,,,,,,,,,0.685730302,,,,"Z,E,S,2011",,
1008,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,7.880270382,1.5,,,,,,,,,0.709750894,,,,"Z,E,S,2011",,
1009,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,9.550123391,1.5,,,,,,,,,0.708497289,,,,"Z,E,S,2011",,
1010,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,11.06821933,1.5,,,,,,,,,0.70484151,,,,"Z,E,S,2011",,
1011,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,11.10397791,1.5,,,,,,,,,0.8203639,,,,"Z,E,S,2011",,
1012,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,15.79255452,1.5,,,,,,,,,0.732376879,,,,"Z,E,S,2011",,
1013,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,15.79278286,1.5,,,,,,,,,0.720343177,,,,"Z,E,S,2011",,
1014,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,22.12906316,1.5,,,,,,,,,0.798371568,,,,"Z,E,S,2011",,
1015,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,28.45031845,1.5,,,,,,,,,0.668217499,,,,"Z,E,S,2011",,
1016,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,37.88110954,1.5,,,,,,,,,0.665527042,,,,"Z,E,S,2011",,
1017,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,37.88195441,1.5,,,,,,,,,0.621002348,,,,"Z,E,S,2011",,
1018,FX 2Y HC,5,225,45,,,,137,0.97,,3.312862916,4,,,,,,,,,0.540149078,,,,"Z,E,S,2011",,
1019,FX 2Y HC,5,225,45,,,,137,0.97,,5.251541316,4,,,,,,,,,0.62038024,,,,"Z,E,S,2011",,
1020,FX 2Y HC,5,225,45,,,,137,0.97,,10.31612485,4,,,,,,,,,0.736189734,,,,"Z,E,S,2011",,
1021,FX 2Y HC,5,225,45,,,,137,0.97,,15.03403307,4,,,,,,,,,0.644887601,,,,"Z,E,S,2011",,
1022,FX 2Y HC,5,225,45,,,,137,0.97,,15.61718136,4,,,,,,,,,0.814439205,,,,"Z,E,S,2011",,
1023,FX 2Y HC,5,225,45,,,,137,0.97,,5.249989656,2.75,,,,,,,,,0.574694939,,,,"Z,E,S,2011",,
1024,FX 2Y HC,5,225,45,,,,137,0.97,,10.2796436,2.75,,,,,,,,,0.66207753,,,,"Z,E,S,2011",,
1025,FX 2Y HC,5,225,45,,,,137,0.97,,15.23812808,2.75,,,,,,,,,0.654027617,,,,"Z,E,S,2011",,
1026,FX 2Y HC,5,225,45,,,,137,0.97,,20.81172503,2.75,,,,,,,,,0.756646523,,,,"Z,E,S,2011",,
1027,FX 2Y HC,5,225,45,,,,137,0.97,,25.73707295,2.75,,,,,,,,,0.772961611,,,,"Z,E,S,2011",,
1028,FX 2Y HC,5,225,45,,,,137,0.97,,25.84031006,2.75,,,,,,,,,0.812557017,,,,"Z,E,S,2011",,
1029,FX 2Y HC,5,225,45,,,,137,0.97,,25.70417776,2.75,,,,,,,,,0.804433216,,,,"Z,E,S,2011",,
1030,FX 2Y HC,5,225,45,,,,137,0.97,,35.66048991,2.75,,,,,,,,,0.946709594,,,,"Z,E,S,2011",,
1031,FX 2Y HC,5,225,45,,,,137,0.97,,35.65938651,2.75,,,,,,,,,0.914222269,,,,"Z,E,S,2011",,
1032,FX 2Y HC,5,225,45,,,,137,0.97,,60.62904294,2.75,,,,,,,,,1.092249385,,,,"Z,E,S,2011",,
1033,FX 2Y HC,5,225,45,,,,137,0.97,,3.315000759,1.5,,,,,,,,,0.603093271,,,,"Z,E,S,2011",,
1034,FX 2Y HC,5,225,45,,,,137,0.97,,5.250299988,1.5,,,,,,,,,0.583831999,,,,"Z,E,S,2011",,
1035,FX 2Y HC,5,225,45,,,,137,0.97,,10.2776092,1.5,,,,,,,,,0.602179023,,,,"Z,E,S,2011",,
1036,FX 2Y HC,5,225,45,,,,137,0.97,,15.23574887,1.5,,,,,,,,,0.583976821,,,,"Z,E,S,2011",,
1037,FX 2Y HC,5,225,45,,,,137,0.97,,15.58066563,1.5,,,,,,,,,0.739311772,,,,"Z,E,S,2011",,
1038,FX 2Y HC,5,225,45,,,,137,0.97,,20.81106989,1.5,,,,,,,,,0.737357173,,,,"Z,E,S,2011",,
1039,FX 2Y HC,5,225,45,,,,137,0.97,,25.76910611,1.5,,,,,,,,,0.716109284,,,,"Z,E,S,2011",,
1040,FX 2Y HC,5,225,45,,,,137,0.97,,26.04219825,1.5,,,,,,,,,0.756722382,,,,"Z,E,S,2011",,
1041,FX 2Y HC,5,225,45,,,,137,0.97,,35.86058508,1.5,,,,,,,,,0.838083055,,,,"Z,E,S,2011",,
1042,FX 2Y HC,5,225,45,,,,137,0.97,,61.1329876,1.5,,,,,,,,,0.929820145,,,,"Z,E,S,2011",,
1043,FX 2Y HC,5,225,45,,,,137,0.97,,61.13622885,1.5,,,,,,,,,1.025251664,,,,"Z,E,S,2011",,
1044,Montz Pak B1-250M,5,244,45,,,,207,0.98,,3.250124813,4,,,,,,,,,0.582795699,,,,"Z,E,S,2011",,
1045,Montz Pak B1-250M,5,244,45,,,,207,0.98,,5.242136795,4,,,,,,,,,0.648387097,,,,"Z,E,S,2011",,
1046,Montz Pak B1-250M,5,244,45,,,,207,0.98,,10.34448328,4,,,,,,,,,0.696774194,,,,"Z,E,S,2011",,
1047,Montz Pak B1-250M,5,244,45,,,,207,0.98,,15.44682976,4,,,,,,,,,0.734408602,,,,"Z,E,S,2011",,
1048,Montz Pak B1-250M,5,244,45,,,,207,0.98,,20.58412381,4,,,,,,,,,0.821505376,,,,"Z,E,S,2011",,
1049,Montz Pak B1-250M,5,244,45,,,,207,0.98,,25.58162756,4,,,,,,,,,0.762365591,,,,"Z,E,S,2011",,
1050,Montz Pak B1-250M,5,244,45,,,,207,0.98,,3.285072391,2.75,,,,,,,,,0.649462366,,,,"Z,E,S,2011",,
1051,Montz Pak B1-250M,5,244,45,,,,207,0.98,,5.242136795,2.75,,,,,,,,,0.695698925,,,,"Z,E,S,2011",,
1052,Montz Pak B1-250M,5,244,45,,,,207,0.98,,10.34448328,2.75,,,,,,,,,0.747311828,,,,"Z,E,S,2011",,
1053,Montz Pak B1-250M,5,244,45,,,,207,0.98,,15.44682976,2.75,,,,,,,,,0.783870968,,,,"Z,E,S,2011",,
1054,Montz Pak B1-250M,5,244,45,,,,207,0.98,,25.75636545,2.75,,,,,,,,,0.806451613,,,,"Z,E,S,2011",,
1055,Montz Pak B1-250M,5,244,45,,,,207,0.98,,35.61158263,2.75,,,,,,,,,0.960215054,,,,"Z,E,S,2011",,
1056,Montz Pak B1-250M,5,244,45,,,,207,0.98,,35.78632052,2.75,,,,,,,,,0.764516129,,,,"Z,E,S,2011",,
1057,Montz Pak B1-250M,5,244,45,,,,207,0.98,,35.54168747,2.75,,,,,,,,,0.75483871,,,,"Z,E,S,2011",,
1058,Montz Pak B1-250M,5,244,45,,,,207,0.98,,46.20069895,2.75,,,,,,,,,0.852688172,,,,"Z,E,S,2011",,
1059,Montz Pak B1-250M,5,244,45,,,,207,0.98,,46.41038442,2.75,,,,,,,,,0.898924731,,,,"Z,E,S,2011",,
1060,Montz Pak B1-250M,5,244,45,,,,207,0.98,,60.63404893,2.75,,,,,,,,,0.974193548,,,,"Z,E,S,2011",,
1061,Montz Pak B1-250M,5,244,45,,,,207,0.98,,61.08836745,2.75,,,,,,,,,0.930107527,,,,"Z,E,S,2011",,
1062,Montz Pak B1-250M,5,244,45,,,,207,0.98,,3.285072391,1.5,,,,,,,,,0.656989247,,,,"Z,E,S,2011",,
1063,Montz Pak B1-250M,5,244,45,,,,207,0.98,,5.207189216,1.5,,,,,,,,,0.674193548,,,,"Z,E,S,2011",,
1064,Montz Pak B1-250M,5,244,45,,,,207,0.98,,10.34448328,1.5,,,,,,,,,0.735483871,,,,"Z,E,S,2011",,
1065,Montz Pak B1-250M,5,244,45,,,,207,0.98,,15.44682976,1.5,,,,,,,,,0.760215054,,,,"Z,E,S,2011",,
1066,Montz Pak B1-250M,5,244,45,,,,207,0.98,,20.75886171,1.5,,,,,,,,,0.788172043,,,,"Z,E,S,2011",,
1067,Montz Pak B1-250M,5,244,45,,,,207,0.98,,25.82626061,1.5,,,,,,,,,0.802150538,,,,"Z,E,S,2011",,
1068,Montz Pak B1-250M,5,244,45,,,,207,0.98,,25.75636545,1.5,,,,,,,,,0.769892473,,,,"Z,E,S,2011",,
1069,Montz Pak B1-250M,5,244,45,,,,207,0.98,,35.78632052,1.5,,,,,,,,,0.9,,,,"Z,E,S,2011",,
1070,Montz Pak B1-250M,5,244,45,,,,207,0.98,,35.96105841,1.5,,,,,,,,,0.737634409,,,,"Z,E,S,2011",,
1071,Montz Pak B1-250M,5,244,45,,,,207,0.98,,46.55017474,1.5,,,,,,,,,0.815053763,,,,"Z,E,S,2011",,
1072,Montz Pak B1-250M,5,244,45,,,,207,0.98,,61.01847229,1.5,,,,,,,,,0.752688172,,,,"Z,E,S,2011",,
1073,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,3.096926714,4,,,,,,,,,0.499771167,,,,"Z,E,S,2011",,
1074,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,3.1678487,4,,,,,,,,,0.655148741,,,,"Z,E,S,2011",,
1075,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,5.413711584,4,,,,,,,,,1.002745995,,,,"Z,E,S,2011",,
1076,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,5.460992908,4,,,,,,,,,0.959496568,,,,"Z,E,S,2011",,
1077,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,7.174940898,4,,,,,,,,,1.102059497,,,,"Z,E,S,2011",,
1078,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,10.50827423,4,,,,,,,,,1.172540046,,,,"Z,E,S,2011",,
1079,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,15.76832151,4,,,,,,,,,1.391990847,,,,"Z,E,S,2011",,
1080,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,15.72104019,4,,,,,,,,,1.334324943,,,,"Z,E,S,2011",,
1081,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,15.74468085,4,,,,,,,,,1.30228833,,,,"Z,E,S,2011",,
1082,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,20.75650118,4,,,,,,,,,1.428832952,,,,"Z,E,S,2011",,
1083,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,20.69739953,4,,,,,,,,,1.383981693,,,,"Z,E,S,2011",,
1084,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,3.096926714,2.75,,,,,,,,,0.563844394,,,,"Z,E,S,2011",,
1085,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,3.1678487,2.75,,,,,,,,,0.616704805,,,,"Z,E,S,2011",,
1086,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,5.413711584,2.75,,,,,,,,,0.948283753,,,,"Z,E,S,2011",,
1087,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,5.449172577,2.75,,,,,,,,,0.879405034,,,,"Z,E,S,2011",,
1088,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,7.352245863,2.75,,,,,,,,,0.986727689,,,,"Z,E,S,2011",,
1089,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,10.4964539,2.75,,,,,,,,,1.108466819,,,,"Z,E,S,2011",,
1090,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,10.50827423,2.75,,,,,,,,,1.084439359,,,,"Z,E,S,2011",,
1091,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,15.92198582,2.75,,,,,,,,,1.223798627,,,,"Z,E,S,2011",,
1092,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,15.78014184,2.75,,,,,,,,,1.162929062,,,,"Z,E,S,2011",,
1093,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,15.74468085,2.75,,,,,,,,,1.140503432,,,,"Z,E,S,2011",,
1094,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,20.75650118,2.75,,,,,,,,,1.2798627,,,,"Z,E,S,2011",,
1095,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,3.1678487,1.5,,,,,,,,,0.584668192,,,,"Z,E,S,2011",,
1096,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,3.274231678,1.5,,,,,,,,,0.525400458,,,,"Z,E,S,2011",,
1097,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,5.212765957,1.5,,,,,,,,,0.828146453,,,,"Z,E,S,2011",,
1098,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,5.449172577,1.5,,,,,,,,,0.828146453,,,,"Z,E,S,2011",,
1099,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,7.186761229,1.5,,,,,,,,,0.948283753,,,,"Z,E,S,2011",,
1100,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,10.50827423,1.5,,,,,,,,,1.070022883,,,,"Z,E,S,2011",,
1101,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,10.3427896,1.5,,,,,,,,,1.045995423,,,,"Z,E,S,2011",,
1102,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,15.91016548,1.5,,,,,,,,,1.108466819,,,,"Z,E,S,2011",,
1103,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,15.94562648,1.5,,,,,,,,,1.021967963,,,,"Z,E,S,2011",,
1104,M 2X,5,205,60,0.019,0.026,0.014,222,0.99,,20.94562648,1.5,,,,,,,,,1.18375286,,,,"Z,E,S,2011",,
1105,FX 2Y HC,5,225,45,,,,137,0.97,,3.182320442,4,,,,,,,,,0.209059233,,,,"Z,E,S,2011",,
1106,FX 2Y HC,5,225,45,,,,137,0.97,,5.138121547,4,,,,,,,,,0.634146341,,,,"Z,E,S,2011",,
1107,FX 2Y HC,5,225,45,,,,137,0.97,,5.270718232,4,,,,,,,,,0.600696864,,,,"Z,E,S,2011",,
1108,FX 2Y HC,5,225,45,,,,137,0.97,,10.44198895,4,,,,,,,,,0.850174216,,,,"Z,E,S,2011",,
1109,FX 2Y HC,5,225,45,,,,137,0.97,,10.57458564,4,,,,,,,,,0.900348432,,,,"Z,E,S,2011",,
1110,FX 2Y HC,5,225,45,,,,137,0.97,,15.3480663,4,,,,,,,,,0.953310105,,,,"Z,E,S,2011",,
1111,FX 2Y HC,5,225,45,,,,137,0.97,,15.31491713,4,,,,,,,,,1.07456446,,,,"Z,E,S,2011",,
1112,FX 2Y HC,5,225,45,,,,137,0.97,,20.91712707,4,,,,,,,,,1.156794425,,,,"Z,E,S,2011",,
1113,FX 2Y HC,5,225,45,,,,137,0.97,,20.85082873,4,,,,,,,,,1.101045296,,,,"Z,E,S,2011",,
1114,FX 2Y HC,5,225,45,,,,137,0.97,,21.01657459,4,,,,,,,,,1.071777003,,,,"Z,E,S,2011",,
1115,FX 2Y HC,5,225,45,,,,137,0.97,,25.72375691,4,,,,,,,,,1.174912892,,,,"Z,E,S,2011",,
1116,FX 2Y HC,5,225,45,,,,137,0.97,,25.88950276,4,,,,,,,,,1.095470383,,,,"Z,E,S,2011",,
1117,FX 2Y HC,5,225,45,,,,137,0.97,,25.69060773,4,,,,,,,,,1.09825784,,,,"Z,E,S,2011",,
1118,FX 2Y HC,5,225,45,,,,137,0.97,,30.39779006,4,,,,,,,,,1.2,,,,"Z,E,S,2011",,
1119,FX 2Y HC,5,225,45,,,,137,0.97,,29.93370166,4,,,,,,,,,1.08989547,,,,"Z,E,S,2011",,
1120,FX 2Y HC,5,225,45,,,,137,0.97,,3.149171271,2.75,,,,,,,,,0.228571429,,,,"Z,E,S,2011",,
1121,FX 2Y HC,5,225,45,,,,137,0.97,,5.104972376,2.75,,,,,,,,,0.593728223,,,,"Z,E,S,2011",,
1122,FX 2Y HC,5,225,45,,,,137,0.97,,5.303867403,2.75,,,,,,,,,0.571428571,,,,"Z,E,S,2011",,
1123,FX 2Y HC,5,225,45,,,,137,0.97,,10.54143646,2.75,,,,,,,,,0.87804878,,,,"Z,E,S,2011",,
1124,FX 2Y HC,5,225,45,,,,137,0.97,,10.74033149,2.75,,,,,,,,,0.818118467,,,,"Z,E,S,2011",,
1125,FX 2Y HC,5,225,45,,,,137,0.97,,15.31491713,2.75,,,,,,,,,0.983972125,,,,"Z,E,S,2011",,
1126,FX 2Y HC,5,225,45,,,,137,0.97,,15.51381215,2.75,,,,,,,,,0.883623693,,,,"Z,E,S,2011",,
1127,FX 2Y HC,5,225,45,,,,137,0.97,,20.95027624,2.75,,,,,,,,,1.020209059,,,,"Z,E,S,2011",,
1128,FX 2Y HC,5,225,45,,,,137,0.97,,20.85082873,2.75,,,,,,,,,1.000696864,,,,"Z,E,S,2011",,
1129,FX 2Y HC,5,225,45,,,,137,0.97,,21.01657459,2.75,,,,,,,,,0.967247387,,,,"Z,E,S,2011",,
1130,FX 2Y HC,5,225,45,,,,137,0.97,,25.85635359,2.75,,,,,,,,,1.082926829,,,,"Z,E,S,2011",,
1131,FX 2Y HC,5,225,45,,,,137,0.97,,25.69060773,2.75,,,,,,,,,1.021602787,,,,"Z,E,S,2011",,
1132,FX 2Y HC,5,225,45,,,,137,0.97,,25.88950276,2.75,,,,,,,,,0.995121951,,,,"Z,E,S,2011",,
1133,FX 2Y HC,5,225,45,,,,137,0.97,,30.66298343,2.75,,,,,,,,,1.114982578,,,,"Z,E,S,2011",,
1134,FX 2Y HC,5,225,45,,,,137,0.97,,30.19889503,2.75,,,,,,,,,1.038327526,,,,"Z,E,S,2011",,
1135,FX 2Y HC,5,225,45,,,,137,0.97,,36.2320442,2.75,,,,,,,,,1.226480836,,,,"Z,E,S,2011",,
1136,FX 2Y HC,5,225,45,,,,137,0.97,,36.49723757,2.75,,,,,,,,,1.159581882,,,,"Z,E,S,2011",,
1137,FX 2Y HC,5,225,45,,,,137,0.97,,36.2320442,2.75,,,,,,,,,1.126132404,,,,"Z,E,S,2011",,
1138,FX 2Y HC,5,225,45,,,,137,0.97,,36.43093923,2.75,,,,,,,,,1.056445993,,,,"Z,E,S,2011",,
1139,FX 2Y HC,5,225,45,,,,137,0.97,,46.30939227,2.75,,,,,,,,,1.049477352,,,,"Z,E,S,2011",,
1140,FX 2Y HC,5,225,45,,,,137,0.97,,46.80662983,2.75,,,,,,,,,1.099651568,,,,"Z,E,S,2011",,
1141,FX 2Y HC,5,225,45,,,,137,0.97,,46.70718232,2.75,,,,,,,,,1.159581882,,,,"Z,E,S,2011",,
1142,FX 2Y HC,5,225,45,,,,137,0.97,,3.149171271,1.5,,,,,,,,,0.249477352,,,,"Z,E,S,2011",,
1143,FX 2Y HC,5,225,45,,,,137,0.97,,3.082872928,1.5,,,,,,,,,0.288501742,,,,"Z,E,S,2011",,
1144,FX 2Y HC,5,225,45,,,,137,0.97,,5.104972376,1.5,,,,,,,,,0.557491289,,,,"Z,E,S,2011",,
1145,FX 2Y HC,5,225,45,,,,137,0.97,,5.337016575,1.5,,,,,,,,,0.542160279,,,,"Z,E,S,2011",,
1146,FX 2Y HC,5,225,45,,,,137,0.97,,10.54143646,1.5,,,,,,,,,0.802787456,,,,"Z,E,S,2011",,
1147,FX 2Y HC,5,225,45,,,,137,0.97,,10.70718232,1.5,,,,,,,,,0.783275261,,,,"Z,E,S,2011",,
1148,FX 2Y HC,5,225,45,,,,137,0.97,,15.31491713,1.5,,,,,,,,,0.872473868,,,,"Z,E,S,2011",,
1149,FX 2Y HC,5,225,45,,,,137,0.97,,15.48066298,1.5,,,,,,,,,0.819512195,,,,"Z,E,S,2011",,
1150,FX 2Y HC,5,225,45,,,,137,0.97,,20.85082873,1.5,,,,,,,,,0.932404181,,,,"Z,E,S,2011",,
1151,FX 2Y HC,5,225,45,,,,137,0.97,,20.91712707,1.5,,,,,,,,,0.896167247,,,,"Z,E,S,2011",,
1152,FX 2Y HC,5,225,45,,,,137,0.97,,21.01657459,1.5,,,,,,,,,0.894773519,,,,"Z,E,S,2011",,
1153,FX 2Y HC,5,225,45,,,,137,0.97,,25.85635359,1.5,,,,,,,,,0.978397213,,,,"Z,E,S,2011",,
1154,FX 2Y HC,5,225,45,,,,137,0.97,,25.72375691,1.5,,,,,,,,,0.932404181,,,,"Z,E,S,2011",,
1155,FX 2Y HC,5,225,45,,,,137,0.97,,25.88950276,1.5,,,,,,,,,0.915679443,,,,"Z,E,S,2011",,
1156,FX 2Y HC,5,225,45,,,,137,0.97,,30.33149171,1.5,,,,,,,,,0.924041812,,,,"Z,E,S,2011",,
1157,FX 2Y HC,5,225,45,,,,137,0.97,,30.33149171,1.5,,,,,,,,,0.937979094,,,,"Z,E,S,2011",,
1158,FX 2Y HC,5,225,45,,,,137,0.97,,30.66298343,1.5,,,,,,,,,1.000696864,,,,"Z,E,S,2011",,
1159,FX 2Y HC,5,225,45,,,,137,0.97,,36.49723757,1.5,,,,,,,,,1.034146341,,,,"Z,E,S,2011",,
1160,FX 2Y HC,5,225,45,,,,137,0.97,,36.59668508,1.5,,,,,,,,,0.928222997,,,,"Z,E,S,2011",,
1161,FX 2Y HC,5,225,45,,,,137,0.97,,36.6961326,1.5,,,,,,,,,0.889198606,,,,"Z,E,S,2011",,
1162,FX 2Y HC,5,225,45,,,,137,0.97,,59.60220994,1.5,,,,,,,,,1.18466899,,,,"Z,E,S,2011",,
1163,Montz Pak B1-250M,5,244,45,,,,207,0.98,,3.364149974,4,,,,,,,,,0.328675509,,,,"Z,E,S,2011",,
1164,Montz Pak B1-250M,5,244,45,,,,207,0.98,,3.364149974,4,,,,,,,,,0.49034035,,,,"Z,E,S,2011",,
1165,Montz Pak B1-250M,5,244,45,,,,207,0.98,,15.5624037,4,,,,,,,,,0.962512046,,,,"Z,E,S,2011",,
1166,Montz Pak B1-250M,5,244,45,,,,207,0.98,,15.5624037,4,,,,,,,,,1.038744247,,,,"Z,E,S,2011",,
1167,Montz Pak B1-250M,5,244,45,,,,207,0.98,,20.67282999,4,,,,,,,,,1.171627763,,,,"Z,E,S,2011",,
1168,Montz Pak B1-250M,5,244,45,,,,207,0.98,,20.67282999,4,,,,,,,,,1.217629954,,,,"Z,E,S,2011",,
1169,Montz Pak B1-250M,5,244,45,,,,207,0.98,,25.98870056,4,,,,,,,,,1.240113613,,,,"Z,E,S,2011",,
1170,Montz Pak B1-250M,5,244,45,,,,207,0.98,,25.86029789,4,,,,,,,,,1.16124934,,,,"Z,E,S,2011",,
