,Packing Type,Height,Pack. Config,System,Column Diameter,a wall,specific wall area,specific area,Corrugation angle,"S, Channel Side","B, Channel Base","h, Crimp height",packing element height,void fraction,LP/A,L,uG,T Corr,DelP,k OH E-3,DCO2 E9,HCO2 E-5,[OH-],CO2 in,CO2 out,Fractional Area,ReL,WeL E4,FrL,Who?,Glycerol,[alk]
482,P500,3.1,,,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,12.0,1.0,28.1,100.0,10.31,2.12,33.2,0.0759,392.0,112.0,0.82,7.19,102.0,1.69,Tsai,,
483,P500,3.1,,,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,31.0,1.0,28.1,154.0,10.33,2.11,33.2,0.0741,392.0,110.0,0.84,17.89,470.0,4.22,Tsai,,
484,P500,3.1,,,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,3.0,1.5,28.4,185.0,10.52,2.11,33.5,0.0701,389.0,196.0,0.7,2.05,13.0,0.48,Tsai,,
485,P500,3.1,,,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,6.0,1.5,28.4,196.0,10.58,2.1,33.6,0.0662,389.0,187.0,0.77,3.55,32.0,0.84,Tsai,,
486,P500,3.1,,,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,9.0,1.5,28.2,206.0,10.46,2.07,33.4,0.0622,388.0,188.0,0.79,5.26,63.0,1.24,Tsai,,
487,P500,3.1,,,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,12.0,1.5,28.4,218.0,10.6,2.08,33.6,0.0607,389.0,189.0,0.79,6.95,101.0,1.64,Tsai,,
488,P500,3.1,,,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,18.0,1.5,28.5,260.0,10.61,2.07,33.6,0.0594,389.0,185.0,0.82,10.36,198.0,2.44,Tsai,,
489,P500,3.1,,,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,12.0,0.6,28.5,41.0,10.65,2.07,33.6,0.0582,389.0,67.0,0.79,6.92,101.0,1.63,Tsai,,
490,P500,3.1,,,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,18.0,0.6,28.7,46.0,10.8,2.07,33.8,0.0555,386.0,67.0,0.8,10.38,199.0,2.45,Tsai,,
491,P500,3.1,,,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,9.0,0.6,28.9,38.0,10.92,2.08,34.0,0.0543,386.0,71.0,0.78,5.2,63.0,1.23,Tsai,,
492,P500,3.1,,,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,37.0,1.0,29.5,811.0,11.31,2.1,34.5,0.0532,388.0,118.0,0.92,21.05,636.0,4.96,Tsai,,
493,M2X,2.85,,,,,,205.0,60.0,0.019,0.026,0.0014,,,208.791,73.4,1.48,24.4,,8.23,2.03,30.2,0.11,385.0,245.0,1.12,,,,Wang,,
494,M2X,2.85,,,,,,205.0,60.0,0.019,0.026,0.0014,,,208.791,61.2,1.48,24.0,,8.03,2.0,29.9,0.11,386.0,249.0,1.11,,,,Wang,,
495,M2X,2.85,,,,,,205.0,60.0,0.019,0.026,0.0014,,,208.791,48.9,1.48,23.6,,7.84,1.97,29.5,0.11,386.0,254.0,1.07,,,,Wang,,
496,M2X,2.85,,,,,,205.0,60.0,0.019,0.026,0.0014,,,208.791,36.7,1.48,23.3,,7.69,1.95,29.3,0.11,391.0,264.0,1.01,,,,Wang,,
497,M2X,2.85,,,,,,205.0,60.0,0.019,0.026,0.0014,,,208.791,24.5,1.48,23.0,,7.56,1.93,29.0,0.11,387.0,266.0,0.98,,,,Wang,,
498,M2X,2.85,,,,,,205.0,60.0,0.019,0.026,0.0014,,,208.791,18.3,1.48,22.8,,7.46,1.91,28.9,0.1,386.0,278.0,0.87,,,,Wang,,
499,M2X,2.85,,,,,,205.0,60.0,0.019,0.026,0.0014,,,208.791,12.2,1.48,22.6,,7.38,1.9,28.7,0.1,386.0,280.0,0.86,,,,Wang,,
500,M2X,2.85,,,,,,205.0,60.0,0.019,0.026,0.0014,,,208.791,6.0,1.48,22.5,,7.32,1.89,28.6,0.1,387.0,288.0,0.8,,,,Wang,,
501,M2X,2.85,,,,,,205.0,60.0,0.019,0.026,0.0014,,,208.791,6.1,1.0,22.3,,7.22,1.87,28.4,0.1,395.0,250.0,0.85,,,,Wang,,
502,M2X,2.85,,,,,,205.0,60.0,0.019,0.026,0.0014,,,208.791,12.2,0.99,21.8,,7.04,1.83,28.1,0.1,386.0,245.0,0.87,,,,Wang,,
503,M2X,2.85,,,,,,205.0,60.0,0.019,0.026,0.0014,,,208.791,18.3,0.99,21.9,,7.09,1.84,28.2,0.09,386.0,247.0,0.85,,,,Wang,,
504,M2X,2.85,,,,,,205.0,60.0,0.019,0.026,0.0014,,,208.791,24.5,0.99,21.7,,7.0,1.82,28.0,0.09,387.0,235.0,0.98,,,,Wang,,
505,M2X,2.85,,,,,,205.0,60.0,0.019,0.026,0.0014,,,208.791,36.7,0.99,21.6,,6.92,1.81,27.9,0.09,386.0,229.0,1.04,,,,Wang,,
506,M2X,2.85,,,,,,205.0,60.0,0.019,0.026,0.0014,,,208.791,48.9,0.99,21.4,,6.86,1.79,27.8,0.09,397.0,227.0,1.13,,,,Wang,,
507,M2X,2.85,,,,,,205.0,60.0,0.019,0.026,0.0014,,,208.791,61.1,0.99,21.3,,6.82,1.78,27.7,0.09,387.0,226.0,1.09,,,,Wang,,
508,M2X,2.85,,,,,,205.0,60.0,0.019,0.026,0.0014,,,208.791,73.4,0.99,21.2,,6.78,1.77,27.6,0.09,386.0,228.0,1.09,,,,Wang,,
509,M2X,2.85,,,,,,205.0,60.0,0.019,0.026,0.0014,,,208.791,73.4,0.59,21.0,,6.68,1.75,27.4,0.08,390.0,174.0,1.04,,,,Wang,,
510,M2X,2.85,,,,,,205.0,60.0,0.019,0.026,0.0014,,,208.791,61.1,0.59,20.9,,6.64,1.75,27.3,0.08,400.0,179.0,1.04,,,,Wang,,
511,M2X,2.85,,,,,,205.0,60.0,0.019,0.026,0.0014,,,208.791,48.9,0.59,20.7,,6.57,1.73,27.2,0.08,388.0,174.0,1.05,,,,Wang,,
512,M2X,2.85,,,,,,205.0,60.0,0.019,0.026,0.0014,,,208.791,36.6,0.59,20.5,,6.47,1.72,27.0,0.08,391.0,185.0,0.99,,,,Wang,,
513,M2X,2.85,,,,,,205.0,60.0,0.019,0.026,0.0014,,,208.791,24.4,0.59,20.2,,6.37,1.7,26.8,0.08,393.0,187.0,1.0,,,,Wang,,
514,M2X,2.85,,,,,,205.0,60.0,0.019,0.026,0.0014,,,208.791,18.4,0.6,19.9,,6.26,1.69,26.6,0.08,393.0,194.0,0.97,,,,Wang,,
515,M2X,2.85,,,,,,205.0,60.0,0.019,0.026,0.0014,,,208.791,12.2,0.59,19.7,,6.16,1.67,26.4,0.08,407.0,208.0,0.91,,,,Wang,,
516,M2X,2.85,,,,,,205.0,60.0,0.019,0.026,0.0014,,,208.791,6.1,0.59,19.4,,6.08,1.66,26.2,0.08,402.0,220.0,0.83,,,,Wang,,
517,M2X,2.85,,,,,,205.0,60.0,0.019,0.026,0.0014,,,208.791,24.4,1.98,19.2,,5.98,1.64,26.0,0.07,408.0,331.0,0.95,,,,Wang,,
518,M2X,2.85,,,,,,205.0,60.0,0.019,0.026,0.0014,,,208.791,24.5,2.47,19.2,,5.98,1.64,26.0,0.07,415.0,352.0,0.95,,,,Wang,,
519,M2X,2.85,,,,,,205.0,60.0,0.019,0.026,0.0014,,,208.791,49.0,1.98,18.8,,5.78,1.69,25.6,0.09,394.0,284.0,1.34,,,,Wang,,
520,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,24.4,0.59,16.9,,5.09,1.66,24.2,0.11,401.0,114.0,1.01,,,,Wang,,
521,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,73.3,0.59,17.1,,5.14,1.67,24.3,0.11,401.0,124.0,0.95,,,,Wang,,
522,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,61.1,0.59,17.0,,5.13,1.67,24.3,0.11,401.0,121.0,0.97,,,,Wang,,
523,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,36.6,0.59,16.7,,5.03,1.66,24.1,0.11,401.0,113.0,1.04,,,,Wang,,
524,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,48.6,0.59,17.0,,5.11,1.67,24.3,0.11,401.0,118.0,1.0,,,,Wang,,
525,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,6.1,0.6,17.0,,5.14,1.67,24.4,0.11,401.0,147.0,0.81,,,,Wang,,
526,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,12.2,0.6,17.0,,5.14,1.67,24.4,0.11,401.0,124.0,0.96,,,,Wang,,
527,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,12.3,0.99,12.0,,3.69,1.44,20.9,0.12,411.0,211.0,0.95,,,,Wang,,
528,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,48.9,0.99,11.3,,3.52,1.41,20.4,0.12,411.0,195.0,1.09,,,,Wang,,
529,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,6.1,0.99,12.4,,3.81,1.46,21.2,0.12,411.0,223.0,0.86,,,,Wang,,
530,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,36.6,0.99,11.4,,3.54,1.42,20.4,0.12,411.0,195.0,1.08,,,,Wang,,
531,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,24.4,0.99,11.4,,3.56,1.42,20.5,0.12,411.0,201.0,1.04,,,,Wang,,
532,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,61.1,0.99,11.3,,3.51,1.41,20.4,0.12,411.0,200.0,1.06,,,,Wang,,
533,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,73.3,0.99,11.4,,3.54,1.42,20.4,0.12,411.0,185.0,1.17,,,,Wang,,
534,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,6.1,1.48,17.2,,5.2,1.68,24.5,0.11,401.0,253.0,0.94,,,,Wang,,
535,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,36.7,1.48,11.5,,3.56,1.42,20.5,0.12,411.0,247.0,1.13,,,,Wang,,
536,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,61.1,1.48,16.8,,5.03,1.66,24.1,0.11,401.0,221.0,1.25,,,,Wang,,
537,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,24.4,1.48,17.0,,5.12,1.67,24.3,0.11,401.0,233.0,1.1,,,,Wang,,
538,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,12.1,1.49,16.7,,5.02,1.66,24.1,0.11,401.0,246.0,1.02,,,,Wang,,
539,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,48.9,1.49,11.5,,3.56,1.43,20.5,0.11,411.0,244.0,1.16,,,,Wang,,
540,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,48.9,1.98,17.0,,5.11,1.68,24.3,0.1,401.0,259.0,1.22,,,,Wang,,
541,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,24.4,1.98,16.9,,5.06,1.67,24.1,0.1,401.0,269.0,1.12,,,,Wang,,
542,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,24.4,0.59,16.9,,5.09,1.66,24.2,0.11,401.0,114.0,1.01,,,,Wang,,
543,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,73.3,0.59,17.1,,5.14,1.67,24.3,0.11,401.0,124.0,0.95,,,,Wang,,
544,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,61.1,0.59,17.0,,5.13,1.67,24.3,0.11,401.0,121.0,0.97,,,,Wang,,
545,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,36.6,0.59,16.7,,5.03,1.66,24.1,0.11,401.0,113.0,1.04,,,,Wang,,
546,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,48.6,0.59,17.0,,5.11,1.67,24.3,0.11,401.0,118.0,1.0,,,,Wang,,
547,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,6.1,0.6,17.0,,5.14,1.67,24.4,0.11,401.0,147.0,0.81,,,,Wang,,
548,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,12.2,0.6,17.0,,5.14,1.67,24.4,0.11,401.0,124.0,0.96,,,,Wang,,
549,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,12.3,0.99,12.0,,3.69,1.44,20.9,0.12,411.0,211.0,0.95,,,,Wang,,
550,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,48.9,0.99,11.3,,3.52,1.41,20.4,0.12,411.0,195.0,1.09,,,,Wang,,
551,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,6.1,0.99,12.4,,3.81,1.46,21.2,0.12,411.0,223.0,0.86,,,,Wang,,
552,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,36.6,0.99,11.4,,3.54,1.42,20.4,0.12,411.0,195.0,1.08,,,,Wang,,
553,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,24.4,0.99,11.4,,3.56,1.42,20.5,0.12,411.0,201.0,1.04,,,,Wang,,
554,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,61.1,0.99,11.3,,3.51,1.41,20.4,0.12,411.0,200.0,1.06,,,,Wang,,
555,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,73.3,0.99,11.4,,3.54,1.42,20.4,0.12,411.0,185.0,1.17,,,,Wang,,
556,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,6.1,1.48,17.2,,5.2,1.68,24.5,0.11,401.0,253.0,0.94,,,,Wang,,
557,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,36.7,1.48,11.5,,3.56,1.42,20.5,0.12,411.0,247.0,1.13,,,,Wang,,
558,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,61.1,1.48,16.8,,5.03,1.66,24.1,0.11,401.0,221.0,1.25,,,,Wang,,
559,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,24.4,1.48,17.0,,5.12,1.67,24.3,0.11,401.0,233.0,1.1,,,,Wang,,
560,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,12.1,1.49,16.7,,5.02,1.66,24.1,0.11,401.0,246.0,1.02,,,,Wang,,
561,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,48.9,1.49,11.5,,3.56,1.43,20.5,0.11,411.0,244.0,1.16,,,,Wang,,
562,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,48.9,1.98,17.0,,5.11,1.68,24.3,0.1,401.0,259.0,1.22,,,,Wang,,
563,RSP250Y,3.04,,,,,,250.0,45.0,0.013,0.019,0.008,,,342.105,24.4,1.98,16.9,,5.06,1.67,24.1,0.1,401.0,269.0,1.12,,,,Wang,,
564,GTC350Z,2.79,,,,,,350.0,70.0,0.011,0.016,0.01,,,343.75,6.3,0.6,27.5,,9.87,2.21,32.7,0.1,399.0,116.0,0.8,,,,Wang,,
565,GTC350Z,2.79,,,,,,350.0,70.0,0.011,0.016,0.01,,,343.75,12.2,0.59,27.5,,9.87,2.21,32.7,0.1,399.0,111.0,0.84,,,,Wang,,
566,GTC350Z,2.79,,,,,,350.0,70.0,0.011,0.016,0.01,,,343.75,24.4,0.59,27.5,,9.85,2.21,32.7,0.1,399.0,99.0,0.94,,,,Wang,,
567,GTC350Z,2.79,,,,,,350.0,70.0,0.011,0.016,0.01,,,343.75,36.7,0.59,27.4,,9.82,2.21,32.6,0.1,399.0,88.0,1.05,,,,Wang,,
568,GTC350Z,2.79,,,,,,350.0,70.0,0.011,0.016,0.01,,,343.75,48.9,0.59,27.6,,9.92,2.22,32.8,0.1,399.0,82.0,1.12,,,,Wang,,
569,GTC350Z,2.79,,,,,,350.0,70.0,0.011,0.016,0.01,,,343.75,61.1,0.59,27.9,,10.07,2.23,33.0,0.1,399.0,99.0,0.95,,,,Wang,,
570,GTC350Z,2.79,,,,,,350.0,70.0,0.011,0.016,0.01,,,343.75,73.3,0.59,26.9,,9.52,2.17,32.2,0.1,404.0,108.0,0.88,,,,Wang,,
571,GTC350Z,2.79,,,,,,350.0,70.0,0.011,0.016,0.01,,,343.75,6.0,0.99,26.6,,9.37,2.15,32.0,0.11,398.0,170.0,0.85,,,,Wang,,
572,GTC350Z,2.79,,,,,,350.0,70.0,0.011,0.016,0.01,,,343.75,12.2,0.99,26.5,,9.34,2.15,31.9,0.11,398.0,163.0,0.9,,,,Wang,,
573,GTC350Z,2.79,,,,,,350.0,70.0,0.011,0.016,0.01,,,343.75,24.4,0.99,26.4,,9.24,2.14,31.8,0.11,398.0,151.0,1.01,,,,Wang,,
574,GTC350Z,2.79,,,,,,350.0,70.0,0.011,0.016,0.01,,,343.75,36.7,0.99,27.1,,9.59,2.19,32.3,0.09,404.0,133.0,1.23,,,,Wang,,
575,GTC350Z,2.79,,,,,,350.0,70.0,0.011,0.016,0.01,,,343.75,48.9,0.99,26.3,,9.17,2.14,31.7,0.1,398.0,142.0,1.1,,,,Wang,,
576,GTC350Z,2.79,,,,,,350.0,70.0,0.011,0.016,0.01,,,343.75,61.1,0.99,27.1,,9.62,2.19,32.3,0.1,404.0,142.0,1.15,,,,Wang,,
577,GTC350Z,2.79,,,,,,350.0,70.0,0.011,0.016,0.01,,,343.75,73.3,0.99,27.0,,9.57,2.18,32.3,0.1,404.0,146.0,1.07,,,,Wang,,
578,GTC350Z,2.79,,,,,,350.0,70.0,0.011,0.016,0.01,,,343.75,61.1,0.59,26.7,,9.36,2.17,32.0,0.1,398.0,106.0,0.92,,,,Wang,,
579,GTC350Z,2.79,,,,,,350.0,70.0,0.011,0.016,0.01,,,343.75,73.3,0.59,26.7,,9.41,2.17,32.0,0.1,398.0,116.0,0.84,,,,Wang,,
580,GTC350Z,2.79,,,,,,350.0,70.0,0.011,0.016,0.01,,,343.75,6.1,1.48,29.8,,11.4,2.35,34.8,0.11,392.0,202.0,0.9,,,,Wang,,
581,GTC350Z,2.79,,,,,,350.0,70.0,0.011,0.016,0.01,,,343.75,12.2,1.48,29.8,,11.36,2.35,34.8,0.11,392.0,193.0,0.97,,,,Wang,,
582,GTC350Z,2.79,,,,,,350.0,70.0,0.011,0.016,0.01,,,343.75,24.4,1.48,29.3,,11.07,2.32,34.4,0.11,392.0,184.0,1.06,,,,Wang,,
583,GTC350Z,2.79,,,,,,350.0,70.0,0.011,0.016,0.01,,,343.75,36.7,1.48,29.2,,10.98,2.31,34.3,0.11,392.0,178.0,1.12,,,,Wang,,
584,GTC350Z,2.79,,,,,,350.0,70.0,0.011,0.016,0.01,,,343.75,48.9,1.48,29.2,,10.96,2.31,34.2,0.1,392.0,173.0,1.17,,,,Wang,,
585,GTC350Z,2.79,,,,,,350.0,70.0,0.011,0.016,0.01,,,343.75,61.1,1.49,27.1,,9.63,2.19,32.3,0.1,404.0,181.0,1.29,,,,Wang,,
586,GTC350Z,2.79,,,,,,350.0,70.0,0.011,0.016,0.01,,,343.75,73.4,1.48,27.0,,9.57,2.18,32.3,0.1,404.0,173.0,1.29,,,,Wang,,
587,GTC350Z,2.79,,,,,,350.0,70.0,0.011,0.016,0.01,,,343.75,36.6,1.98,30.4,,11.71,2.39,35.2,0.09,399.0,219.0,1.15,,,,Wang,,
588,GTC350Z,2.79,,,,,,350.0,70.0,0.011,0.016,0.01,,,343.75,36.7,2.31,29.1,,10.84,2.31,34.0,0.09,392.0,227.0,1.23,,,,Wang,,
589,A350Y,3.04,,,,,,350.0,45.0,0.013,0.016,0.01,,,325.0,1.2,0.59,21.9,,6.97,1.91,28.0,0.1,403.0,143.0,0.58,,,,Wang,,
590,A350Y,3.04,,,,,,350.0,45.0,0.013,0.016,0.01,,,325.0,2.5,0.59,21.9,,6.96,1.91,28.0,0.1,403.0,124.0,0.66,,,,Wang,,
591,A350Y,3.04,,,,,,350.0,45.0,0.013,0.016,0.01,,,325.0,3.7,0.59,21.9,,6.95,1.91,27.9,0.1,403.0,116.0,0.7,,,,Wang,,
592,A350Y,3.04,,,,,,350.0,45.0,0.013,0.016,0.01,,,325.0,4.9,0.59,16.6,,4.98,1.66,24.0,0.1,416.0,122.0,0.74,,,,Wang,,
593,A350Y,3.04,,,,,,350.0,45.0,0.013,0.016,0.01,,,325.0,6.1,0.59,16.7,,5.01,1.66,24.0,0.1,416.0,118.0,0.76,,,,Wang,,
594,A350Y,3.04,,,,,,350.0,45.0,0.013,0.016,0.01,,,325.0,12.2,0.59,15.8,,4.74,1.61,23.4,0.11,416.0,116.0,0.77,,,,Wang,,
595,A350Y,3.04,,,,,,350.0,45.0,0.013,0.016,0.01,,,325.0,24.5,0.59,16.0,,4.79,1.62,23.6,0.11,416.0,115.0,0.78,,,,Wang,,
596,A350Y,3.04,,,,,,350.0,45.0,0.013,0.016,0.01,,,325.0,36.7,0.59,16.1,,4.83,1.63,23.7,0.11,416.0,115.0,0.77,,,,Wang,,
597,A350Y,3.04,,,,,,350.0,45.0,0.013,0.016,0.01,,,325.0,48.9,0.59,16.4,,4.91,1.64,23.8,0.1,416.0,128.0,0.71,,,,Wang,,
598,A350Y,3.04,,,,,,350.0,45.0,0.013,0.016,0.01,,,325.0,61.1,0.59,16.6,,4.96,1.65,23.9,0.1,416.0,134.0,0.68,,,,Wang,,
599,A350Y,3.04,,,,,,350.0,45.0,0.013,0.016,0.01,,,325.0,1.2,0.99,16.1,,4.82,1.62,23.6,0.11,415.0,233.0,0.59,,,,Wang,,
600,A350Y,3.04,,,,,,350.0,45.0,0.013,0.016,0.01,,,325.0,2.5,0.99,16.1,,4.83,1.62,23.6,0.1,415.0,217.0,0.66,,,,Wang,,
601,A350Y,3.04,,,,,,350.0,45.0,0.013,0.016,0.01,,,325.0,3.7,0.99,16.2,,4.83,1.62,23.6,0.1,415.0,207.0,0.72,,,,Wang,,
602,A350Y,3.04,,,,,,350.0,45.0,0.013,0.016,0.01,,,325.0,4.9,0.99,16.0,,4.79,1.62,23.5,0.1,415.0,203.0,0.75,,,,Wang,,
603,A350Y,3.04,,,,,,350.0,45.0,0.013,0.016,0.01,,,325.0,6.1,0.99,15.8,,4.72,1.61,23.4,0.1,415.0,202.0,0.75,,,,Wang,,
604,A350Y,3.04,,,,,,350.0,45.0,0.013,0.016,0.01,,,325.0,12.2,0.99,15.6,,4.65,1.6,23.2,0.1,415.0,200.0,0.77,,,,Wang,,
605,A350Y,3.04,,,,,,350.0,45.0,0.013,0.016,0.01,,,325.0,24.5,0.99,15.4,,4.59,1.6,23.1,0.1,415.0,198.0,0.79,,,,Wang,,
606,A350Y,3.04,,,,,,350.0,45.0,0.013,0.016,0.01,,,325.0,36.7,0.99,15.4,,4.57,1.6,23.0,0.1,415.0,197.0,0.8,,,,Wang,,
607,A350Y,3.04,,,,,,350.0,45.0,0.013,0.016,0.01,,,325.0,48.9,0.99,15.4,,4.57,1.6,23.0,0.09,415.0,197.0,0.81,,,,Wang,,
608,A350Y,3.04,,,,,,350.0,45.0,0.013,0.016,0.01,,,325.0,1.2,1.48,14.4,,4.29,1.54,22.4,0.1,400.0,278.0,0.58,,,,Wang,,
609,A350Y,3.04,,,,,,350.0,45.0,0.013,0.016,0.01,,,325.0,2.5,1.49,14.5,,4.34,1.55,22.5,0.1,400.0,265.0,0.66,,,,Wang,,
610,A350Y,3.04,,,,,,350.0,45.0,0.013,0.016,0.01,,,325.0,3.7,1.48,14.7,,4.37,1.56,22.6,0.1,400.0,255.0,0.72,,,,Wang,,
611,A350Y,3.04,,,,,,350.0,45.0,0.013,0.016,0.01,,,325.0,4.9,1.48,14.2,,4.24,1.54,22.2,0.1,400.0,249.0,0.77,,,,Wang,,
612,A350Y,3.04,,,,,,350.0,45.0,0.013,0.016,0.01,,,325.0,6.1,1.48,13.7,,4.09,1.52,21.9,0.1,400.0,247.0,0.8,,,,Wang,,
613,A350Y,3.04,,,,,,350.0,45.0,0.013,0.016,0.01,,,325.0,12.2,1.48,12.9,,3.88,1.49,21.3,0.1,400.0,246.0,0.83,,,,Wang,,
614,A350Y,3.04,,,,,,350.0,45.0,0.013,0.016,0.01,,,325.0,24.5,1.48,12.7,,3.83,1.49,21.2,0.09,400.0,249.0,0.81,,,,Wang,,
615,A350Y,3.04,,,,,,350.0,45.0,0.013,0.016,0.01,,,325.0,36.7,1.48,12.9,,3.88,1.49,21.3,0.1,400.0,247.0,0.79,,,,Wang,,
616,A350Y,3.04,,,,,,350.0,45.0,0.013,0.016,0.01,,,325.0,24.5,1.82,16.8,,5.07,1.66,24.2,0.11,416.0,258.0,0.85,,,,Wang,,
617,B350X,3.01,,,,,,350.0,60.0,0.011,0.016,0.009,,,305.556,1.3,0.59,20.8,,6.47,1.85,27.1,0.09,390.0,185.0,0.44,,,,Wang,,
618,B350X,3.01,,,,,,350.0,60.0,0.011,0.016,0.009,,,305.556,2.4,0.59,20.9,,6.53,1.86,27.2,0.09,390.0,163.0,0.52,,,,Wang,,
619,B350X,3.01,,,,,,350.0,60.0,0.011,0.016,0.009,,,305.556,3.7,0.59,21.0,,6.59,1.87,27.3,0.1,390.0,153.0,0.55,,,,Wang,,
620,B350X,3.01,,,,,,350.0,60.0,0.011,0.016,0.009,,,305.556,4.9,0.59,21.3,,6.7,1.88,27.5,0.1,390.0,147.0,0.56,,,,Wang,,
621,B350X,3.01,,,,,,350.0,60.0,0.011,0.016,0.009,,,305.556,6.1,0.59,21.5,,6.79,1.89,27.7,0.1,390.0,139.0,0.59,,,,Wang,,
622,B350X,3.01,,,,,,350.0,60.0,0.011,0.016,0.009,,,305.556,12.2,0.59,21.7,,6.87,1.9,27.8,0.1,390.0,132.0,0.62,,,,Wang,,
623,B350X,3.01,,,,,,350.0,60.0,0.011,0.016,0.009,,,305.556,24.4,0.6,21.6,,6.87,1.89,27.8,0.1,390.0,124.0,0.64,,,,Wang,,
624,B350X,3.01,,,,,,350.0,60.0,0.011,0.016,0.009,,,305.556,36.7,0.59,21.6,,6.84,1.89,27.8,0.1,390.0,119.0,0.67,,,,Wang,,
625,B350X,3.01,,,,,,350.0,60.0,0.011,0.016,0.009,,,305.556,48.9,0.59,21.7,,6.9,1.9,27.9,0.1,390.0,112.0,0.7,,,,Wang,,
626,B350X,3.01,,,,,,350.0,60.0,0.011,0.016,0.009,,,305.556,61.1,0.59,20.2,,6.25,1.83,26.6,0.09,390.0,140.0,0.61,,,,Wang,,
627,B350X,3.01,,,,,,350.0,60.0,0.011,0.016,0.009,,,305.556,73.3,0.59,21.8,,6.93,1.9,27.9,0.1,390.0,140.0,0.58,,,,Wang,,
628,B350X,3.01,,,,,,350.0,60.0,0.011,0.016,0.009,,,305.556,1.2,0.99,21.1,,6.65,1.87,27.4,0.1,385.0,251.0,0.4,,,,Wang,,
